Location,Land_Area,Floor_Area,Number_of_Floors,Number_of_Bedrooms,Number_of_Bathrooms,House_Type,Year_Built,Condition,Parking_Availability,Proximity_to_City_Center,Price
Rural,1562.13,1140.34,1,2,1,Single-Family,2022,New,1,33.69,1323640.43
Rural,3235.88,1846.73,1,3,1,Apartment,1966,Old,1,51.15,2231509.19
Rural,1329.64,979.71,2,1,1,Single-Family,1997,Renovated,1,30.29,1053440.22
Urban,2703.43,1935.78,1,3,2,Single-Family,1998,Renovated,1,1.34,2164421.29
Urban,2909.42,2029.5,2,4,3,Multi-Family,1992,Renovated,0,6.62,2402781.03
Urban,2073.78,1462.78,4,2,1,Single-Family,1956,Old,1,2.32,1716494.58
Rural,2595.07,1467.76,1,2,1,Multi-Family,2017,Good,1,40.3,1975901.45
Suburban,3348.2,2294.83,1,4,3,Single-Family,2023,New,1,18.25,2674237.21
Suburban,2390.58,1774.44,1,3,1,Apartment,1970,Old,0,21.55,1869228.57
Suburban,1824.86,1269.7,1,2,1,Multi-Family,1974,Old,1,28.66,1509978.49
Suburban,1276.22,887.58,2,1,1,Apartment,2010,Good,0,21.65,1120642.91
Urban,2109.24,1120.02,4,2,1,Multi-Family,1977,Renovated,0,2.09,1689511.26
Urban,1325.28,763.77,2,1,1,Apartment,2001,Renovated,0,9.24,1072994.5
Rural,2122.62,1333.83,2,2,1,Multi-Family,1962,Old,1,42.32,1591093.96
Rural,2034.76,1358.69,1,2,2,Apartment,1983,Renovated,0,53.24,1495417.63
Suburban,3304.1,2437.02,2,4,3,Apartment,2016,Good,1,21.68,2674480.05
Urban,2573.48,2175.46,1,4,2,Multi-Family,1953,Old,0,8.84,2050085.35
Suburban,5047.26,2844.97,2,5,3,Multi-Family,1993,Renovated,1,25.44,3599753.47
Rural,486.41,246.14,1,1,1,Single-Family,1964,Old,1,56.58,390828.3
Rural,2813.37,1912.23,1,3,2,Single-Family,1957,Old,0,30.23,2104255.97
Suburban,2048.44,1378.27,1,2,1,Multi-Family,1954,Old,0,17.67,1645227.98
Rural,1543.96,1112.83,2,2,2,Multi-Family,2015,Good,0,49.7,1163878.7
Suburban,2470.23,2058.41,1,4,2,Apartment,2022,New,1,13.3,2183532.37
Urban,2395.38,1966.47,4,3,2,Apartment,1995,Renovated,0,2.69,2068109.65
Suburban,3577.81,1932.08,1,3,2,Single-Family,2014,Good,1,26.77,2640854.4
Urban,2591.26,2263.72,1,4,3,Single-Family,2015,Good,0,1.63,2265031.97
Urban,1807.2,983.42,1,1,1,Single-Family,1975,Renovated,1,6.07,1496594.92
Rural,2834.21,2136.51,1,4,2,Apartment,1980,Renovated,1,41.24,2238189.49
Rural,2270.35,1745.81,2,3,2,Apartment,2000,Renovated,0,50.99,1753850.69
Rural,1374.52,1061.06,2,2,2,Apartment,1990,Renovated,1,49.46,1160867.28
Suburban,2251.45,1364.69,1,2,2,Single-Family,2000,Renovated,1,12.22,1774662.88
Suburban,2730.94,1726.33,2,3,1,Multi-Family,1968,Old,0,11.68,2000673.88
Rural,2572.28,1850.68,1,3,1,Single-Family,2022,New,1,34.67,1922494.55
Suburban,2830.31,1641.11,2,3,2,Apartment,1952,Old,1,10.99,2160228.06
Rural,1973.51,1002.79,1,2,2,Single-Family,1987,Renovated,1,47.36,1416161.74
Suburban,2817.61,2042.37,2,4,3,Single-Family,2019,Good,1,28.56,2169811.76
Urban,2620.12,1797.69,3,3,2,Single-Family,1994,Renovated,1,0.81,2154869.15
Urban,2628.23,2004.53,2,4,2,Single-Family,2020,New,1,9.07,2247807.15
Rural,2532.36,1414.78,2,2,1,Apartment,1990,Renovated,1,59.83,1767824.26
Suburban,4676.09,3910.94,1,7,3,Single-Family,1974,Old,1,28.6,3744363.38
Suburban,3610.13,2016.22,2,4,3,Apartment,1999,Renovated,0,25.38,2685611.41
Urban,2795.39,2394.36,2,4,3,Single-Family,1950,Old,0,3.23,2300810.18
Urban,1699.79,1155.53,1,2,2,Apartment,2003,Renovated,1,1.41,1458471.11
Rural,2207.67,1589.35,1,3,2,Multi-Family,1962,Old,1,45.0,1754871.75
Urban,4115.79,3533.95,2,7,3,Apartment,1989,Renovated,1,7.95,3392542.01
Rural,1937.06,1200.91,2,2,1,Apartment,1970,Old,1,38.53,1550884.22
Urban,2334.27,1336.91,2,2,1,Multi-Family,1990,Renovated,1,3.32,1884578.06
Urban,2278.6,1545.58,4,3,2,Multi-Family,2010,Good,1,6.21,2000417.43
Suburban,2867.89,1714.27,2,3,2,Multi-Family,1982,Renovated,0,14.17,2155003.39
Urban,2063.35,1467.33,1,2,2,Multi-Family,2022,New,1,5.58,1870130.6
Urban,2676.86,1633.16,4,3,2,Multi-Family,1978,Renovated,0,1.63,2098988.87
Rural,2085.68,1764.06,1,3,2,Multi-Family,2004,Renovated,1,58.43,1728635.25
Urban,3814.51,2833.91,2,5,2,Single-Family,1981,Renovated,1,8.49,3016794.08
Rural,1813.72,907.03,1,1,1,Single-Family,1960,Old,1,55.92,1304013.28
Urban,3477.64,2859.28,3,5,3,Multi-Family,2001,Renovated,0,4.83,2860718.92
Urban,1914.86,1210.35,3,2,1,Apartment,1985,Renovated,1,2.36,1558684.07
Rural,1646.25,1033.98,2,2,1,Apartment,1980,Renovated,1,31.24,1299582.49
Suburban,1799.21,1175.29,1,2,2,Multi-Family,1963,Old,0,27.69,1505424.75
Rural,788.56,593.08,1,1,1,Single-Family,2012,Good,1,34.41,800752.35
Rural,2938.6,1988.92,2,3,2,Single-Family,2001,Renovated,0,54.16,2244779.64
Rural,1336.02,1003.96,1,2,2,Apartment,2003,Renovated,0,57.71,1093055.47
Suburban,2142.08,1196.81,2,2,1,Multi-Family,1999,Renovated,1,11.25,1653630.28
Urban,3261.62,2896.53,4,5,3,Single-Family,2003,Renovated,0,7.16,2869260.56
Rural,3229.35,2557.14,2,5,3,Multi-Family,2022,New,1,48.0,2652986.57
Rural,1068.34,641.09,1,1,1,Multi-Family,1984,Renovated,1,52.21,732100.67
Suburban,2810.54,2219.39,2,4,2,Apartment,1979,Renovated,1,22.01,2442480.22
Rural,3640.49,2657.59,1,5,2,Multi-Family,2004,Renovated,1,30.03,2820955.94
Urban,1863.16,1012.95,3,2,1,Multi-Family,1950,Old,0,0.63,1452743.54
Suburban,3013.57,1721.59,2,3,1,Apartment,1964,Old,0,29.25,2193625.45
Urban,1356.72,700.78,4,1,1,Single-Family,1974,Old,0,9.27,1092206.12
Urban,2885.66,2376.9,4,4,2,Multi-Family,1969,Old,1,5.6,2428047.96
Suburban,2631.27,1896.31,2,3,2,Apartment,2020,New,1,19.1,2085095.51
Rural,3161.15,1981.09,1,3,1,Single-Family,1965,Old,0,45.06,2214349.28
Urban,3099.15,1706.2,2,3,1,Multi-Family,2001,Renovated,1,1.33,2431501.29
Urban,1146.52,795.25,3,1,1,Single-Family,2014,Good,1,8.83,1051396.25
Urban,2636.55,1872.23,4,3,1,Apartment,2019,Good,1,7.14,2231622.87
Urban,3952.91,3086.35,1,6,3,Multi-Family,1950,Old,0,6.36,3198428.61
Suburban,314.69,279.44,2,1,1,Apartment,1965,Old,1,26.89,301900.59
Suburban,3466.93,2336.64,2,4,2,Apartment,1976,Renovated,1,16.1,2623401.88
Urban,4101.71,2717.03,4,5,3,Multi-Family,1967,Old,1,5.01,3133071.4
Rural,1015.36,657.92,2,1,1,Apartment,1993,Renovated,1,51.56,880070.29
Urban,1829.3,1519.73,3,3,2,Single-Family,1999,Renovated,1,5.72,1655015.75
Rural,3017.74,1697.56,1,3,1,Apartment,2023,New,0,42.59,2218172.15
Urban,1613.87,1028.88,4,2,2,Multi-Family,1963,Old,1,6.8,1362890.02
Rural,3864.58,3052.97,2,6,3,Multi-Family,2001,Renovated,0,57.97,3060316.32
Urban,3558.9,1801.79,3,3,2,Single-Family,1999,Renovated,0,3.61,2529866.64
Rural,1115.04,686.59,2,1,1,Multi-Family,1966,Old,1,41.02,858366.59
Urban,1756.94,1329.26,3,2,1,Apartment,1952,Old,1,8.64,1538446.64
Urban,3269.84,1878.13,4,3,1,Apartment,2011,Good,1,0.93,2482968.77
Rural,3230.66,2006.51,2,4,3,Multi-Family,1970,Old,0,39.34,2363961.29
Suburban,4718.44,3276.57,2,6,4,Single-Family,1982,Renovated,1,14.05,3647381.17
Rural,1620.12,1083.55,1,2,1,Single-Family,1950,Old,1,43.84,1302302.78
Suburban,3959.22,2147.52,2,4,2,Multi-Family,2019,Good,1,27.7,2887253.54
Urban,1586.09,1388.3,2,2,1,Apartment,2005,Good,1,9.84,1488957.93
Rural,3000.32,1553.32,2,3,1,Multi-Family,1953,Old,1,53.53,2115870.4
Rural,3392.34,2713.52,2,5,2,Multi-Family,1971,Old,0,45.38,2674296.68
Rural,493.9,261.06,1,1,1,Single-Family,2007,Good,0,34.22,459140.85
Suburban,3411.21,2343.22,1,4,2,Apartment,1993,Renovated,0,25.33,2565970.19
Suburban,3884.57,2214.84,2,4,2,Single-Family,2006,Good,1,12.51,2916806.39
Urban,3595.88,2000.89,1,4,2,Single-Family,1989,Renovated,1,0.32,2740094.95
Suburban,4553.34,2505.97,1,5,2,Apartment,2005,Good,1,11.5,3291228.12
Suburban,3465.18,2360.18,1,4,3,Apartment,2012,Good,0,19.84,2711969.33
Urban,1962.79,1386.11,4,2,2,Apartment,1988,Renovated,1,9.43,1777685.29
Rural,3739.01,2069.0,1,4,2,Multi-Family,1956,Old,0,56.62,2598602.46
Rural,1906.03,1699.72,1,3,1,Apartment,1963,Old,1,45.91,1597967.8
Urban,2582.42,1557.47,2,3,1,Multi-Family,1967,Old,1,2.81,2030199.27
Rural,3331.78,2277.39,2,4,3,Single-Family,2004,Renovated,0,53.93,2658190.95
Suburban,2948.08,1729.07,2,3,2,Apartment,2005,Good,1,19.74,2257044.65
Urban,3851.13,2686.43,4,5,2,Multi-Family,2006,Good,1,4.92,3032017.46
Urban,4988.67,4002.94,3,8,4,Multi-Family,2007,Good,1,8.47,4021170.86
Urban,1362.64,965.35,4,1,1,Multi-Family,1974,Old,1,7.13,1190139.74
Rural,2171.66,1333.96,1,2,2,Multi-Family,2019,Good,0,55.21,1626065.25
Urban,2816.38,1688.02,2,3,2,Single-Family,1952,Old,1,6.07,2216952.73
Urban,2036.81,1636.73,1,3,2,Apartment,1970,Old,1,6.13,1782174.22
Urban,2424.29,1326.8,3,2,2,Apartment,1981,Renovated,1,3.81,1901263.0
Rural,3275.82,2122.69,2,4,2,Apartment,1951,Old,1,34.9,2451845.3
Suburban,3142.91,1761.89,2,3,1,Apartment,1969,Old,0,20.65,2272576.01
Urban,2747.33,1657.16,4,3,1,Apartment,1967,Old,1,4.46,2189718.63
Suburban,2647.73,1485.57,2,2,1,Apartment,2003,Renovated,0,20.29,1902327.72
Rural,2276.13,1945.43,1,3,1,Multi-Family,1985,Renovated,0,54.83,1938277.73
Rural,3904.52,3095.35,1,6,4,Apartment,2010,Good,0,43.67,3167294.02
Rural,4163.39,3015.84,2,6,3,Multi-Family,2009,Good,1,52.27,3271126.0
Rural,3518.81,2075.29,2,4,2,Single-Family,1985,Renovated,0,46.66,2491477.61
Suburban,1350.62,950.96,1,1,1,Multi-Family,1993,Renovated,1,21.83,1157456.54
Urban,2237.79,1585.1,1,3,1,Single-Family,2017,Good,1,4.8,1855380.09
Rural,2699.67,1987.39,2,3,1,Apartment,2015,Good,0,59.64,2038676.41
Rural,1559.31,817.13,1,1,1,Single-Family,1993,Renovated,1,34.01,1158902.27
Suburban,2579.08,2293.22,1,4,3,Single-Family,1978,Renovated,1,15.65,2237803.33
Suburban,2522.22,1730.69,1,3,1,Multi-Family,1997,Renovated,0,16.89,1953702.11
Rural,3584.14,3120.4,2,6,4,Multi-Family,1985,Renovated,0,35.74,2936828.14
Urban,2001.71,1008.71,1,2,2,Single-Family,1957,Old,1,6.38,1606687.78
Urban,3663.3,2194.4,1,4,3,Single-Family,1954,Old,1,7.4,2824437.9
Rural,1542.63,835.49,2,1,1,Apartment,1996,Renovated,0,31.39,1155318.13
Suburban,1682.16,1358.93,1,2,1,Multi-Family,1992,Renovated,1,27.3,1456050.39
Rural,2120.64,1331.87,1,2,2,Single-Family,1959,Old,1,58.56,1575893.04
Rural,2547.87,2130.52,2,4,2,Multi-Family,1959,Old,1,44.01,2090819.53
Suburban,83.49,69.54,2,1,1,Apartment,1955,Old,1,15.5,294147.71
Rural,2959.3,2270.13,2,4,2,Apartment,1965,Old,1,58.47,2381979.49
Rural,4209.34,3225.67,2,6,3,Single-Family,2009,Good,0,45.17,3211601.22
Rural,3151.27,2458.19,2,4,2,Apartment,1975,Renovated,1,38.61,2499720.37
Suburban,2289.33,1761.65,1,3,1,Single-Family,1970,Old,1,22.4,1827557.86
Urban,1415.41,926.76,4,1,1,Multi-Family,2007,Good,1,3.99,1190599.5
Urban,686.98,531.13,4,1,1,Multi-Family,1990,Renovated,1,4.82,822846.49
Suburban,856.98,736.11,1,1,1,Single-Family,1979,Renovated,0,27.17,878264.97
Urban,2369.16,1499.75,4,2,1,Single-Family,1954,Old,0,9.86,1834747.28
Rural,4606.91,4044.66,1,8,4,Single-Family,1959,Old,1,47.49,3725142.92
Urban,217.07,109.71,4,1,1,Multi-Family,1960,Old,1,1.09,362056.92
Rural,3200.22,2046.97,1,4,3,Multi-Family,2012,Good,0,52.31,2304904.17
Urban,1822.28,1007.43,2,2,1,Apartment,1956,Old,1,0.21,1517850.37
Suburban,2164.51,1191.88,2,2,1,Apartment,2008,Good,1,15.1,1648203.66
Urban,1562.3,1290.73,2,2,1,Multi-Family,1961,Old,1,7.74,1403018.02
Urban,1132.56,982.32,2,1,1,Multi-Family,2013,Good,1,1.95,1154947.11
Urban,2625.64,2129.67,4,4,3,Single-Family,1990,Renovated,1,1.87,2173505.2
Suburban,2762.8,2460.68,1,4,2,Multi-Family,2009,Good,0,16.61,2352170.13
Urban,3168.34,1858.33,1,3,1,Multi-Family,2021,New,1,1.5,2467480.34
Suburban,814.76,453.27,2,1,1,Apartment,1977,Renovated,1,24.11,718570.08
Rural,3373.97,2389.72,1,4,2,Apartment,2012,Good,1,35.19,2717742.7
Urban,3391.81,2820.68,2,5,2,Single-Family,1952,Old,1,2.27,2775499.28
Suburban,2924.49,1508.85,1,3,2,Apartment,1981,Renovated,0,28.76,2139322.53
Suburban,2079.04,1867.45,2,3,2,Single-Family,1970,Old,0,12.99,1731613.27
Urban,2808.43,2080.76,3,4,2,Multi-Family,2004,Renovated,1,9.14,2347560.46
Rural,2339.55,2085.89,2,4,2,Multi-Family,1967,Old,1,41.74,1904436.35
Suburban,3468.52,2240.78,1,4,2,Single-Family,2002,Renovated,0,16.71,2670095.59
Urban,2133.46,1457.6,3,2,2,Apartment,2010,Good,1,2.98,1824937.26
Rural,2608.02,2088.88,2,4,2,Apartment,1999,Renovated,1,47.24,2035383.87
Suburban,761.68,622.35,1,1,1,Multi-Family,1957,Old,1,11.18,758992.92
Suburban,2805.3,1664.14,2,3,2,Apartment,1961,Old,1,14.74,2093457.79
Rural,1750.45,1526.25,2,3,1,Single-Family,2000,Renovated,1,40.35,1490030.18
Rural,3012.47,2551.47,2,5,2,Multi-Family,2015,Good,0,57.35,2359594.11
Urban,3288.42,1668.16,4,3,1,Apartment,1990,Renovated,1,3.37,2497867.66
Urban,1890.03,1042.21,4,2,1,Multi-Family,1971,Old,0,2.49,1423351.11
Suburban,2531.19,1767.88,1,3,2,Multi-Family,1958,Old,1,16.19,2000952.55
Rural,2674.49,1830.37,1,3,2,Apartment,1960,Old,1,35.43,1999536.69
Rural,2868.06,2246.71,2,4,3,Single-Family,1962,Old,0,33.61,2243742.66
Rural,3289.86,1762.99,1,3,1,Apartment,2005,Good,0,36.62,2314891.35
Suburban,3159.01,2394.35,2,4,2,Apartment,1977,Renovated,0,26.53,2505298.45
Rural,2120.11,1582.76,2,3,1,Apartment,2013,Good,1,43.77,1783285.84
Rural,4098.32,2432.14,2,4,2,Apartment,2013,Good,0,40.49,2943483.24
Suburban,3251.99,2331.54,1,4,3,Apartment,2019,Good,0,14.18,2653086.72
Urban,3905.14,2299.67,2,4,2,Apartment,2004,Renovated,1,9.61,2876844.37
Urban,2846.71,1590.65,3,3,1,Single-Family,1986,Renovated,0,8.22,2205972.24
Suburban,2905.81,2119.07,1,4,2,Multi-Family,1982,Renovated,1,19.13,2388311.06
Rural,2382.81,2123.06,1,4,3,Single-Family,1974,Old,1,59.47,2053302.31
Suburban,2056.23,1222.99,1,2,1,Apartment,1972,Old,1,29.13,1687199.85
Urban,3475.34,2231.64,2,4,2,Single-Family,2009,Good,0,4.89,2567945.3
Urban,2764.59,1666.02,3,3,1,Multi-Family,2005,Good,1,7.32,2074627.27
Suburban,2368.44,1436.66,1,2,1,Single-Family,2012,Good,1,12.57,1851777.82
Suburban,1477.38,977.55,1,1,1,Apartment,1957,Old,1,13.42,1110601.36
Urban,4055.12,3166.0,4,6,4,Multi-Family,1966,Old,1,5.42,3209732.02
Suburban,2612.63,1346.87,2,2,1,Apartment,2006,Good,1,23.61,1926982.63
Urban,1273.28,1124.11,1,2,1,Apartment,2011,Good,1,5.14,1236656.6
Suburban,2581.42,1338.5,1,2,1,Multi-Family,1960,Old,0,21.13,1755820.67
Suburban,2299.08,1959.97,1,3,1,Multi-Family,2016,Good,1,11.97,1950369.48
Suburban,2258.05,1936.85,1,3,1,Apartment,1989,Renovated,1,25.87,1969593.26
Urban,3076.26,2183.52,2,4,3,Single-Family,1989,Renovated,1,9.41,2537470.91
Suburban,2300.46,1276.29,2,2,1,Multi-Family,2005,Good,1,11.82,1804204.57
Urban,2194.5,1593.34,2,3,2,Single-Family,2002,Renovated,0,7.56,1812902.94
Urban,3862.4,2902.41,3,5,3,Single-Family,1977,Renovated,0,3.35,3160319.36
Suburban,760.43,641.12,1,1,1,Multi-Family,1991,Renovated,0,18.82,834142.84
Suburban,2448.62,1763.88,2,3,1,Single-Family,1995,Renovated,0,12.31,1957002.8
Urban,3428.85,2277.73,2,4,3,Multi-Family,1967,Old,1,6.99,2671149.44
Urban,3126.93,2611.98,4,5,2,Multi-Family,1972,Old,1,9.29,2635546.65
Rural,3520.05,3141.22,2,6,4,Multi-Family,1975,Renovated,1,48.16,2875907.51
Urban,4521.57,3427.54,2,6,4,Multi-Family,1978,Renovated,1,0.0,3631762.19
Rural,4198.95,3568.08,2,7,3,Single-Family,2001,Renovated,0,34.63,3403246.47
Rural,1344.47,994.23,2,1,1,Single-Family,1995,Renovated,1,30.66,1137847.84
Rural,889.3,690.02,2,1,1,Multi-Family,1950,Old,1,46.03,793394.63
Suburban,2826.85,2191.56,2,4,2,Multi-Family,2012,Good,1,18.04,2255775.24
Suburban,1145.88,895.98,2,1,1,Multi-Family,1965,Old,0,24.12,1019439.32
Urban,573.53,360.41,3,1,1,Multi-Family,1974,Old,0,9.18,567855.29
Rural,2816.24,2056.6,1,4,2,Apartment,2011,Good,0,48.77,2179481.1
Suburban,3067.05,2262.42,1,4,3,Single-Family,1965,Old,1,27.02,2412327.04
Suburban,4211.14,2636.29,2,5,3,Single-Family,2018,Good,0,21.5,3226253.94
Suburban,3268.43,2091.6,2,4,3,Multi-Family,2019,Good,1,12.41,2479223.57
Suburban,4419.56,3557.3,1,7,4,Apartment,1983,Renovated,1,18.07,3582811.92
Suburban,2855.55,2093.37,1,4,3,Apartment,2002,Renovated,1,25.93,2251860.67
Rural,1363.73,763.26,2,1,1,Apartment,1972,Old,1,38.17,1080057.39
Rural,3322.19,2774.21,1,5,2,Multi-Family,1992,Renovated,1,46.3,2696639.07
Rural,3834.31,3271.61,2,6,4,Apartment,1993,Renovated,1,38.0,3084672.77
Rural,2891.08,1984.6,1,3,2,Multi-Family,1981,Renovated,0,35.56,2192120.01
Urban,3950.55,2305.39,2,4,2,Apartment,1972,Old,1,0.9,2910063.65
Rural,2376.75,2089.26,1,4,2,Multi-Family,1969,Old,1,48.87,2017439.81
Suburban,3045.9,2597.87,2,5,2,Multi-Family,1968,Old,1,10.09,2643755.55
Rural,2325.67,1390.18,1,2,2,Single-Family,2021,New,1,34.94,1720992.96
Urban,4879.04,2626.08,2,5,2,Multi-Family,1978,Renovated,1,6.34,3614210.77
Suburban,3341.26,2259.57,2,4,3,Apartment,1967,Old,1,23.46,2647888.28
Rural,1383.29,1065.91,2,2,2,Single-Family,2018,Good,1,53.81,1173037.83
Rural,4352.6,2481.66,1,4,3,Apartment,1961,Old,0,39.92,3101500.73
Rural,1766.82,1246.11,1,2,2,Multi-Family,1959,Old,0,58.73,1370114.86
Suburban,2513.7,1684.6,2,3,1,Single-Family,1986,Renovated,0,15.39,1952395.85
Suburban,2968.3,2541.52,1,5,3,Multi-Family,2004,Renovated,1,26.23,2494182.13
Urban,3049.99,2049.06,4,4,3,Multi-Family,1953,Old,1,5.92,2471796.74
Suburban,2983.72,2128.92,1,4,3,Apartment,2012,Good,1,14.79,2386815.73
Suburban,1366.95,1205.81,1,2,2,Apartment,1961,Old,0,21.13,1264540.24
Rural,2987.03,1851.59,1,3,2,Apartment,1967,Old,0,59.22,2116352.57
Suburban,3600.65,2216.55,2,4,3,Single-Family,1957,Old,0,17.92,2775803.59
Rural,3571.86,2928.35,1,5,2,Apartment,1981,Renovated,0,37.7,2773698.21
Rural,1198.19,732.11,1,1,1,Multi-Family,1998,Renovated,0,56.84,1061860.72
Suburban,1844.35,1535.88,2,3,2,Single-Family,2012,Good,1,22.89,1618866.93
Urban,1455.48,783.36,2,1,1,Apartment,2008,Good,1,4.95,1279169.72
Urban,2839.81,1546.29,4,3,2,Apartment,2016,Good,1,8.03,2244129.87
Suburban,948.35,816.08,2,1,1,Apartment,1988,Renovated,0,17.24,899460.4
Urban,1377.26,986.57,3,1,1,Multi-Family,1999,Renovated,1,5.57,1303037.29
Rural,1834.87,1445.01,1,2,1,Apartment,2020,New,1,33.77,1513959.77
Rural,703.21,414.98,1,1,1,Multi-Family,1975,Renovated,1,34.36,562472.39
Suburban,2472.2,1400.53,1,2,1,Single-Family,1972,Old,1,20.24,1848719.19
Urban,393.5,328.17,2,1,1,Apartment,2012,Good,1,4.0,611867.88
Urban,2985.34,1920.92,3,3,1,Multi-Family,2015,Good,1,2.29,2338638.16
Rural,2102.98,1434.26,2,2,1,Apartment,1988,Renovated,1,42.15,1650011.22
Suburban,1876.02,959.0,1,1,1,Apartment,2015,Good,1,16.19,1381976.52
Urban,2039.25,1334.39,4,2,2,Single-Family,1995,Renovated,0,5.16,1684851.9
Suburban,2439.61,1971.63,1,3,2,Single-Family,1964,Old,0,28.07,1965722.87
Urban,3092.87,2562.47,4,5,3,Multi-Family,1965,Old,1,4.08,2632342.14
Rural,3817.1,2975.44,1,5,3,Multi-Family,2021,New,1,51.97,3051069.33
Rural,3513.91,2729.86,1,5,2,Multi-Family,1965,Old,1,34.43,2706583.84
Suburban,4731.69,3323.99,2,6,3,Single-Family,1988,Renovated,1,24.24,3653267.58
Rural,3175.3,2271.39,1,4,3,Multi-Family,1960,Old,1,46.78,2419429.27
Urban,2640.32,2104.47,3,4,2,Single-Family,1985,Renovated,0,9.08,2268187.86
Rural,2042.97,1223.58,1,2,2,Single-Family,1967,Old,0,50.53,1540112.53
Suburban,2076.2,1230.37,1,2,1,Apartment,1972,Old,1,24.7,1605138.29
Suburban,3039.04,2674.26,1,5,2,Apartment,1998,Renovated,1,26.85,2583171.4
Suburban,1500.56,766.9,2,1,1,Multi-Family,1991,Renovated,1,19.25,1223021.08
Urban,2728.98,1516.73,2,3,1,Single-Family,1993,Renovated,1,5.73,2148976.71
Urban,2481.14,1806.6,4,3,2,Single-Family,1950,Old,1,8.98,2130797.7
Urban,1771.9,1408.9,2,2,1,Single-Family,1956,Old,1,7.04,1542776.22
Urban,1448.81,1036.13,4,2,2,Apartment,1997,Renovated,0,8.26,1223223.39
Urban,5024.72,3226.0,1,6,4,Single-Family,1965,Old,0,7.69,3824397.16
Rural,1103.43,983.37,1,1,1,Multi-Family,1997,Renovated,1,41.27,1070182.66
Urban,2432.24,1900.9,4,3,2,Multi-Family,1992,Renovated,1,2.06,2088900.8
Urban,3722.58,3099.26,3,6,4,Apartment,2000,Renovated,1,2.58,3147316.11
Rural,3029.06,1563.29,1,3,2,Multi-Family,2015,Good,0,47.02,2220003.69
Urban,2026.46,1204.46,1,2,2,Single-Family,1980,Renovated,1,3.86,1608701.55
Suburban,1307.85,849.67,2,1,1,Single-Family,1988,Renovated,1,11.43,1103059.93
Urban,2629.79,1506.98,3,3,1,Multi-Family,1958,Old,1,5.37,1992516.62
Urban,139.52,73.83,2,1,1,Apartment,1990,Renovated,1,6.79,354943.34
Suburban,2669.87,1575.32,2,3,1,Single-Family,2012,Good,1,27.47,2095609.31
Suburban,2534.83,1808.49,2,3,2,Single-Family,1963,Old,1,25.63,1959945.84
Suburban,3570.12,2778.62,1,5,3,Apartment,2007,Good,1,10.45,2965073.23
Suburban,1356.66,1098.36,1,2,1,Single-Family,2023,New,1,26.5,1212986.48
Urban,2176.53,1125.65,2,2,1,Multi-Family,2013,Good,1,1.64,1737193.59
Suburban,2936.9,1971.23,1,3,2,Multi-Family,1977,Renovated,1,12.67,2189461.89
Suburban,2705.57,1485.05,1,2,1,Apartment,1953,Old,0,22.35,1849702.44
Rural,1157.35,778.29,1,1,1,Apartment,1983,Renovated,1,34.0,952603.36
Suburban,1852.5,1247.83,2,2,1,Multi-Family,1953,Old,1,22.04,1552969.81
Suburban,3899.91,2727.15,2,5,3,Apartment,2019,Good,0,29.98,3070985.52
Rural,2759.33,2365.11,2,4,3,Multi-Family,2007,Good,1,54.96,2222244.32
Rural,835.88,687.13,2,1,1,Apartment,1953,Old,1,56.14,791455.22
Urban,3383.23,2553.28,2,5,2,Multi-Family,1999,Renovated,1,4.72,2801550.37
Rural,900.74,769.38,2,1,1,Single-Family,1954,Old,0,44.17,785999.49
Urban,2192.98,1691.64,4,3,2,Single-Family,1994,Renovated,0,2.71,1981933.93
Rural,3063.28,2534.99,1,5,2,Multi-Family,1984,Renovated,0,31.06,2430382.85
Rural,3713.71,2694.34,2,5,2,Single-Family,1976,Renovated,0,50.98,2873346.45
Urban,162.08,115.09,2,1,1,Multi-Family,1951,Old,1,7.08,353951.08
Rural,3211.59,2536.0,1,5,2,Apartment,2003,Renovated,0,40.36,2612733.25
Urban,3361.72,1707.34,1,3,1,Single-Family,2021,New,1,0.75,2530129.05
Rural,1942.98,1508.05,2,3,2,Single-Family,1997,Renovated,0,54.32,1535785.48
Suburban,2590.91,2263.96,2,4,2,Single-Family,1998,Renovated,1,12.7,2195569.43
Rural,551.97,433.61,1,1,1,Multi-Family,1950,Old,0,54.89,495257.93
Urban,247.98,127.64,1,1,1,Single-Family,1982,Renovated,1,4.22,385575.42
Rural,3608.53,2349.71,1,4,2,Apartment,1984,Renovated,0,47.1,2515112.33
Urban,1961.1,1615.62,1,3,2,Single-Family,2003,Renovated,1,6.83,1827620.51
Urban,2153.79,1902.75,3,3,2,Apartment,2005,Good,0,8.08,1980272.11
Suburban,2734.68,1772.25,2,3,1,Single-Family,1964,Old,1,13.01,2102574.48
Suburban,2134.07,1785.1,2,3,1,Single-Family,2018,Good,1,24.42,1875889.54
Urban,2041.31,1725.98,3,3,1,Apartment,1953,Old,1,1.22,1836123.48
Rural,2894.49,1589.99,2,3,2,Single-Family,2013,Good,0,48.7,2082464.55
Urban,1004.46,842.05,1,1,1,Apartment,1971,Old,0,7.84,868684.94
Urban,3659.92,2304.65,4,4,2,Apartment,1973,Old,0,4.94,2786207.18
Rural,2269.75,1673.48,2,3,2,Apartment,1996,Renovated,1,45.43,1801298.6
Rural,1494.34,1069.33,2,2,2,Single-Family,1955,Old,0,50.85,1273057.46
Rural,1359.79,1040.54,1,2,2,Single-Family,1976,Renovated,0,56.75,1151637.48
